词频排名,单词,阶段,周区间,说明,音标,中文释义,例句
6878,clocks,P7,W61–W70,释义待核实，不进入核心练习,ˈklɑks,释义待核实，不计入核心练习,
6879,arthritis,P7,W61–W70,,ɑrˈθraɪtəs,n. 关节炎,Her hands were misshapen by arthritis.　她的双手因为关节炎而扭曲变形。
6880,bios,P7,W61–W70,释义待核实，不进入核心练习,ˈbaɪoʊs,释义待核实，不计入核心练习,
6881,females,P7,W61–W70,释义待核实，不进入核心练习,ˈfiˌmeɪlz,释义待核实，不计入核心练习,
6882,wallace,P7,W61–W70,释义待核实，不进入核心练习,ˈwɔləs,释义待核实，不计入核心练习,
6883,nevertheless,P7,W61–W70,,ˌnɛvɚðəˈlɛs,adv. 然而，不过,Our defeat was expected but it is disappointing nevertheless.　我们的失败是意料中的事，尽管如此，还是令人失望。
6884,reflects,P7,W61–W70,释义待核实，不进入核心练习,rɪˈflɛkts,释义待核实，不计入核心练习,
6885,taxation,P7,W61–W70,,tækˈseɪʃən,n. 征税，税制；税款,Their policies on taxation didn't endear them to voters.　他们的税收政策并没使他们受到选民的欢迎。
6886,fever,P7,W61–W70,,ˈfivɚ,n. 发烧，发热；狂热，高度兴奋；热病；v. 使发烧，使激动不已,He had an earache and a fever.　他耳痛，发烧。
6887,pmc,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6888,cuisine,P7,W61–W70,,kwɪˈzin,n. 烹饪，风味；饭菜，菜肴；【名】 （Cuisine）（法）屈西纳（人名）,They were proud of their cuisine.　他们为自己的美食感到自豪。
6889,surely,P7,W61–W70,,ˈʃʊrli,adv. （用于表明你相信某事极有可能）想必，谅必；无疑，肯定；<美>当然；绝不可能，绝对不会（用于表示不相信）；自信地；稳当地,This will surely end in disaster.　这无疑将以灾难告终。
6890,practitioners,P7,W61–W70,释义待核实，不进入核心练习,prækˈtɪʃənɚz,释义待核实，不计入核心练习,
6891,transcript,P7,W61–W70,,ˈtrænˌskrɪpt,n. 文字记录，抄本，文字本；<美>成绩单；（生化）转录本，转录物,We don't know how the transcript leaked.　我们不知道抄本是怎样泄露的。
6892,myspace,P7,W61–W70,释义待核实，不进入核心练习,ˈmaɪˌspeɪs,释义待核实，不计入核心练习,
6893,theorem,P7,W61–W70,释义待核实，不进入核心练习,ˈθɪrəm,释义待核实，不计入核心练习,
6894,inflation,P7,W61–W70,,ˌɪnˈfleɪʃən,n. 通货膨胀，通胀率；充气，膨胀，增大；（宇宙论某些理论）暴涨；夸张，自命不凡,Inflation was running at 26%.　通货膨胀达到了26%。
6895,thee,P7,W61–W70,释义待核实，不进入核心练习,ˈði,释义待核实，不计入核心练习,
6896,nb,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6897,ruth,P7,W61–W70,释义待核实，不进入核心练习,ˈruθ,释义待核实，不计入核心练习,
6898,pray,P7,W61–W70,,ˈpreɪ,v. 祈祷，祷告；渴望，祈望；祈求，恳求；adv. （用于询问或指示）请问，请；【名】 （Pray）（匈） 普劳伊，（英）普雷（人名）,I'll pray for you.　我将为你祈祷。
6899,stylus,P7,W61–W70,释义待核实，不进入核心练习,ˈstaɪləs,释义待核实，不计入核心练习,
6900,compounds,P7,W61–W70,释义待核实，不进入核心练习,ˈkɑmpaʊndz,释义待核实，不计入核心练习,
6901,pope,P7,W61–W70,,ˈpoʊp,n. 教皇，罗马教皇；权威，大师；n. 蒲伯（英国诗人）；罗马教皇,The Pope was speaking ex cathedra.　教皇以宗座权威正式宣言。
6902,drums,P7,W61–W70,释义待核实，不进入核心练习,ˈdrʌmz,释义待核实，不计入核心练习,
6903,contracting,P7,W61–W70,释义待核实，不进入核心练习,ˈkɑntræktɪŋ,释义待核实，不计入核心练习,
6904,topless,P7,W61–W70,释义待核实，不进入核心练习,ˈtɑpləs,释义待核实，不计入核心练习,
6905,arnold,P7,W61–W70,释义待核实，不进入核心练习,ˈɑrnəld,释义待核实，不计入核心练习,
6906,structured,P7,W61–W70,释义待核实，不进入核心练习,ˈstrʌktʃɚd,释义待核实，不计入核心练习,
6907,reasonably,P7,W61–W70,,ˈrizənəbli,adv. 尚可，过得去；理性地，通情达理地；不贵地，公道地,I can dance reasonably well.　我舞跳得还算不错。
6908,jeep,P7,W61–W70,释义待核实，不进入核心练习,ˈdʒip,释义待核实，不计入核心练习,
6909,chicks,P7,W61–W70,释义待核实，不进入核心练习,ˈtʃɪks,释义待核实，不计入核心练习,
6910,bare,P7,W61–W70,,ˈbɛr,adj. 赤裸的；光秃秃的；无遮盖的，无装饰的；仅最基本的；v. 使暴露，使露出；adv. 非常，许多,'Bear' and 'bare' are homophonous.　bear和 bare是同音异形词。
6911,hung,P7,W61–W70,释义待核实，不进入核心练习,ˈhʌŋ,释义待核实，不计入核心练习,
6912,cattle,P7,W61–W70,,ˈkætəl,n. 牛；家牛（包括牦牛、犎牛及水牛）；【名】 （Cattle）（意）卡特莱（人名）,The cattle are fed barley.　这些牛要喂大麦。
6913,mba,P7,W61–W70,释义待核实，不进入核心练习,ˌɛmˌbiˈeɪ,释义待核实，不计入核心练习,
6914,radical,P7,W61–W70,,ˈrædəkəl,adj. 根本的，彻底的；激进的，极端的；全新的，不同凡响的；（增减）急剧的，大幅度的；（人，物）原本的，与生俱来的；<美，非正式>顶呱呱的；（外科，医疗）根治的；<英，史>（19世纪）自由党激进派的；（数）根式的，根号的；词根的；（植）根生的；n. 激进分子； 游离基，自由基；词根；（汉字）偏旁，部首；（数）根式；根号,It was a radical departure from tradition.　这从根本上违背了传统。
6915,graduates,P7,W61–W70,释义待核实，不进入核心练习,ˈɡrædʒəwəts,释义待核实，不计入核心练习,
6916,rover,P7,W61–W70,释义待核实，不进入核心练习,ˈroʊvɚ,释义待核实，不计入核心练习,
6917,recommends,P7,W61–W70,释义待核实，不进入核心练习,ˌrɛkəˈmɛndz,释义待核实，不计入核心练习,
6918,controlling,P7,W61–W70,释义待核实，不进入核心练习,kənˈtroʊlɪŋ,释义待核实，不计入核心练习,
6919,treasure,P7,W61–W70,,ˈtrɛʒɚ,n. 金银财宝，珠宝，财富；（尤指艺术或有历史价值的）珍品；得力帮手，心肝宝贝；珍藏品，珍贵之物；v. 珍爱，珍藏；珍惜，珍视；【名】 （Treasure）（英、美、爱）特雷热（人名）,This book is a treasure chest of information.　这本书是一个信息的宝库。
6920,reload,P7,W61–W70,释义待核实，不进入核心练习,riˈloʊd,释义待核实，不计入核心练习,
6921,distributors,P7,W61–W70,释义待核实，不进入核心练习,dɪˈstrɪbjətɚz,释义待核实，不计入核心练习,
6922,flame,P7,W61–W70,,ˈfleɪm,n. 火焰，火舌；强烈的感情，激情；含辱骂内容的电子邮件；<非正式>恋人，情人；v. 燃烧；（感情）爆发；（因激动而）变红；发送辱骂资讯；【名】 （Flame）（法）弗拉姆，（西）弗拉梅（人名）,The flame sputters out.　火焰噼啪噼啪地熄灭了。
6923,levitra,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6924,tanks,P7,W61–W70,释义待核实，不进入核心练习,ˈtæŋks,释义待核实，不计入核心练习,
6925,assuming,P7,W61–W70,释义待核实，不进入核心练习,əˈsumɪŋ,释义待核实，不计入核心练习,
6926,monetary,P7,W61–W70,,ˈmɑnəˌtɛri,adj. 货币的，金融的；能用金钱衡量的,Europe's monetary system is falling apart.　欧洲的货币体制正在瓦解。
6927,elderly,P7,W61–W70,,ˈɛldɚli,adj. 上了年纪的；老掉牙的；n. 老人（the elderly）,Many elderly people live in poverty.　许多老年人生活于贫困之中。
6928,pit,P7,W61–W70,,ˈpɪt,n. 坑，洼；（表面上的）疤痕，凹陷；矿井；<非正式>异常凌乱的地方；乐池，乐队席；<非正式>糟糕的事物（the pits）；<美>（水果或蔬菜的）核；<非正式>腋窝，心窝；（赛车道旁的）检修加油站；深渊，绝境；交易场所；斗兽场；<英，旧>（剧场）正厅后座；无底洞，巨库；<英，非正式>床；v. 使竞争，使对立；去除……的果核；（使）有疤痕，（使）凹陷；停车加油，停车检修；窖藏；【名】 （Pit）（东南亚国家华语）必（人名）,We dug a deep pit in the yard.　我们在院子中挖了个深洞。
6929,arlington,P7,W61–W70,释义待核实，不进入核心练习,ˈɑrlɪŋtən,释义待核实，不计入核心练习,
6930,mono,P7,W61–W70,释义待核实，不进入核心练习,ˈmoʊnoʊ,释义待核实，不计入核心练习,
6931,particles,P7,W61–W70,释义待核实，不进入核心练习,ˈpɑrtəkəlz,释义待核实，不计入核心练习,
6932,floating,P7,W61–W70,释义待核实，不进入核心练习,ˈfloʊtɪŋ,释义待核实，不计入核心练习,
6933,extraordinary,P7,W61–W70,,ˌɛkstrəˈɔrdəˌnɛri,adj. 异乎寻常的，令人惊奇的；非凡的，卓越的；特别的，临时的；特大（或多）的；特派的，特命的；n. （公司正常业务活动之外的）非常账目，特支款项,She is a designer of extraordinary versatility.　她是位特别多才多艺的设计师。
6934,tile,P7,W61–W70,,ˈtaɪl,n. （贴墙或铺地用的）瓷砖，地砖；（铺屋顶的）瓦，瓦片；（拼字游戏、麻将等牌戏中的）（一张）牌；（棋盘游戏的）棋子；（数）平铺；v. 铺瓦，铺砖；（计算机）平铺（窗口）；【名】 （Tile）（俄、塞、萨摩）蒂勒（人名）,That's tile next tiling you need to do.　那是你下一步要铺的瓷砖。
6935,indicating,P7,W61–W70,释义待核实，不进入核心练习,ˈɪndəˌkeɪtɪŋ,释义待核实，不计入核心练习,
6936,bolivia,P7,W61–W70,释义待核实，不进入核心练习,bəˈlɪviə,释义待核实，不计入核心练习,
6937,spell,P7,W61–W70,,ˈspɛl,n. 一段时间；（疾病突然的）一次发作；咒语，符咒，着魔；魅力，魔力；轮班；<澳>休息期；（板球）（一个投手的）一轮投球时间；木片；v. 拼写，拼缀出（单词）；拼作，拼成；招致，意味着（通常指坏事）；具有……的显著特征；替换，顶替；<澳>稍事休息；【名】 （Spell）斯佩尔（人名）,Did I spell your name right?　你的名字我拼得对不对？
6938,hottest,P7,W61–W70,释义待核实，不进入核心练习,ˈhɑtəst,释义待核实，不计入核心练习,
6939,stevens,P7,W61–W70,释义待核实，不进入核心练习,ˈstivənz,释义待核实，不计入核心练习,
6940,coordinate,P7,W61–W70,,koʊˈɔrdənət,v. 协调，配合；使身体协调；（使颜色、款式、风格等）搭配，配套；给 （原子或分子）配位，与……形成共价键；n. 坐标；配套服装；同等级（或类别）的人（或事物）；adj. 地位相当的，同等重要的；（语法）并列的；（化学）配位的,She'll show you how to coordinate pattern and colours.　她会向你展示如何搭配款式和颜色。
6941,kuwait,P7,W61–W70,释义待核实，不进入核心练习,kuˈweɪt,释义待核实，不计入核心练习,
6942,exclusively,P7,W61–W70,,ɪksˈklusɪvli,adv. 仅仅，单独地，专门地；作为唯一的（消息）来源,Today he was able to focus his message exclusively on the economy.　今天他能够将重点聚焦在经济方面。
6943,emily,P7,W61–W70,释义待核实，不进入核心练习,ˈɛmɪli,释义待核实，不计入核心练习,
6944,alleged,P7,W61–W70,释义待核实，不进入核心练习,əˈlɛdʒd,释义待核实，不计入核心练习,
6945,limitation,P7,W61–W70,,ˌlɪmɪˈteɪʃən,n. 限制，制约；起限制作用的规则（或事实、条件）；局限，缺陷；追诉时效,They would resist any limitation of their powers.　他们会抵制对他们权力的任何限制。
6946,widescreen,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6947,compile,P7,W61–W70,,kəmˈpaɪl,v. 汇编，编纂；编译（电脑程式）；收集，搜集（信息，资料）；累积（得分）,They also compile flight reports.　他们还编写飞行报告。
6948,squirting,P7,W61–W70,释义待核实，不进入核心练习,ˈskwɝtɪŋ,释义待核实，不计入核心练习,
6949,webster,P7,W61–W70,释义待核实，不进入核心练习,ˈwɛbstɚ,释义待核实，不计入核心练习,
6950,struck,P7,W61–W70,释义待核实，不进入核心练习,ˈstrʌk,释义待核实，不计入核心练习,
6951,rx,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6952,illustration,P8+扩展,W71 起,,ˌɪləˈstreɪʃən,n. 插图，图解；说明，例释；实例，示例,"Let me, by way of illustration , quote from one of her poems.　作为说明，让我援引她的一首诗。"
6953,plymouth,P8+扩展,W71 起,释义待核实，不进入核心练习,ˈplɪməθ,释义待核实，不计入核心练习,
6954,warnings,P8+扩展,W71 起,释义待核实，不进入核心练习,ˈwɔrnɪŋz,释义待核实，不计入核心练习,
6955,construct,P8+扩展,W71 起,,kənˈstrʌkt,v. 建造，修建；组成，创立，构思；绘制，作图；n. 构想，观念；建筑物，创造物；结构体,"My next work was to construct a nest and anchor it in a tree.　我的下一步工作是建造一个巢穴,并把它固定在树上。"
6956,apps,P8+扩展,W71 起,释义待核实，不进入核心练习,ˈæps,释义待核实，不计入核心练习,
6957,inquiries,P8+扩展,W71 起,释义待核实，不进入核心练习,ˌɪnˈkwaɪɚiz,释义待核实，不计入核心练习,
6958,bridal,P8+扩展,W71 起,释义待核实，不进入核心练习,ˈbraɪdəl,释义待核实，不计入核心练习,
6959,annex,P8+扩展,W71 起,释义待核实，不进入核心练习,ˈæˌnɛks,释义待核实，不计入核心练习,
